,Vehicle_Model,Mileage,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance
9514,Motorcycle,48788,4,7,Electric,Manual,2000,Good,Good,Good,1
9515,Motorcycle,60979,2,5,Petrol,Manual,1000,Good,Good,New,0
9516,Motorcycle,48530,1,10,Petrol,Automatic,800,Good,Worn Out,New,1
9517,SUV,41549,0,6,Petrol,Manual,1000,New,Good,Weak,1
9518,Motorcycle,50440,0,1,Electric,Manual,800,Good,Worn Out,Good,1
9519,SUV,68408,1,2,Petrol,Manual,800,Good,New,New,1
9520,Motorcycle,76516,3,4,Petrol,Manual,1500,Good,Good,New,1
9521,Bus,79297,3,7,Diesel,Manual,2000,Good,Good,New,1
9522,SUV,32623,0,5,Petrol,Manual,2000,Worn Out,Worn Out,Good,1
9523,Van,33927,5,2,Petrol,Automatic,800,Good,Good,New,1
9524,Truck,62393,3,2,Diesel,Automatic,2000,Good,Worn Out,New,1
9525,Motorcycle,40467,5,8,Diesel,Automatic,2000,Good,New,Good,1
9526,Car,40241,2,10,Diesel,Automatic,2500,New,New,Weak,1
9527,Truck,33860,1,4,Electric,Manual,800,Good,Good,New,0
9528,Bus,37148,4,7,Diesel,Automatic,2000,Worn Out,Good,Weak,1
9529,Car,57111,2,9,Electric,Automatic,1500,Good,Worn Out,Weak,1
9530,SUV,56905,2,3,Diesel,Manual,1500,Good,New,Weak,1
9531,Truck,74704,4,4,Diesel,Automatic,1500,Good,New,Weak,1
9532,Truck,76765,4,8,Diesel,Automatic,2500,Good,Worn Out,Good,1
9533,Bus,50403,1,4,Electric,Manual,800,Worn Out,Good,Good,1
9534,Van,30815,2,1,Electric,Manual,2500,Worn Out,New,Weak,1
9535,Van,62319,3,7,Diesel,Automatic,800,Worn Out,New,Good,0
9536,Bus,52741,3,1,Petrol,Automatic,2000,Good,New,Good,0
9537,SUV,52330,3,10,Petrol,Manual,1000,New,Worn Out,Good,1
9538,Truck,45273,5,6,Petrol,Manual,2000,New,New,Weak,1
9539,SUV,77294,3,9,Diesel,Automatic,800,New,New,New,1
9540,Motorcycle,73665,0,5,Petrol,Automatic,1000,New,Worn Out,Weak,1
9541,Motorcycle,76462,5,2,Electric,Automatic,2000,New,Worn Out,New,1
9542,Van,66172,5,5,Diesel,Manual,800,Good,New,Weak,1
9543,Truck,38747,5,5,Electric,Automatic,2000,New,Worn Out,New,1
9544,Bus,49477,1,10,Electric,Automatic,800,New,Good,Good,0
9545,Car,38212,5,7,Petrol,Manual,800,New,Worn Out,New,1
9546,SUV,33017,1,1,Electric,Manual,1000,New,Worn Out,Weak,1
9547,Truck,37512,1,8,Petrol,Manual,800,Worn Out,New,Weak,1
9548,SUV,76107,1,1,Diesel,Automatic,1000,New,Good,Weak,1
9549,Motorcycle,76831,3,1,Petrol,Manual,1000,New,Worn Out,New,1
9550,Van,68117,2,6,Diesel,Manual,2500,New,New,New,1
9551,Bus,33205,1,4,Diesel,Automatic,1000,New,New,New,0
9552,Van,56980,1,3,Diesel,Automatic,800,Worn Out,Good,New,1
9553,Van,60507,1,10,Electric,Automatic,1000,Worn Out,New,New,0
9554,Van,34324,2,4,Petrol,Manual,1000,Good,New,New,1
9555,Van,70433,3,4,Petrol,Manual,1500,New,Worn Out,New,1
9556,Car,54757,4,6,Petrol,Automatic,2500,New,New,Good,1
9557,Van,68256,0,8,Electric,Manual,1000,Good,Worn Out,Weak,1
9558,Car,79777,5,10,Petrol,Automatic,800,Good,New,Good,1
9559,Bus,53688,5,1,Petrol,Automatic,2500,New,New,Good,1
9560,Motorcycle,57984,0,2,Diesel,Manual,2000,New,Worn Out,New,1
9561,Motorcycle,61524,5,8,Petrol,Manual,800,Good,Worn Out,New,1
9562,Bus,51678,1,5,Electric,Manual,1000,Good,Good,Good,0
9563,Truck,66867,0,2,Electric,Automatic,2000,Worn Out,Worn Out,New,1
9564,Van,57160,0,7,Petrol,Manual,1500,Good,New,Good,1
9565,Motorcycle,62053,5,9,Electric,Automatic,2500,Good,Good,Weak,1
9566,Truck,41816,0,9,Electric,Automatic,2000,Good,Good,New,0
9567,Truck,38932,2,2,Petrol,Manual,1500,Worn Out,Good,Weak,1
9568,Van,32104,1,5,Petrol,Manual,1500,Good,New,Good,0
9569,Motorcycle,41125,4,9,Diesel,Automatic,1000,New,Worn Out,Weak,1
9570,Bus,72888,1,3,Petrol,Manual,1000,Good,Good,Weak,1
9571,Motorcycle,74528,2,10,Petrol,Manual,1500,New,Good,Weak,1
9572,Truck,69343,1,6,Electric,Automatic,800,Good,Worn Out,New,1
9573,Motorcycle,62277,5,5,Diesel,Manual,1000,New,New,Weak,1
9574,Car,47078,1,5,Diesel,Manual,1000,New,Worn Out,Weak,1
9575,SUV,39676,4,8,Petrol,Automatic,2000,New,Worn Out,Weak,1
9576,Bus,53720,0,9,Petrol,Manual,1500,New,Worn Out,Good,1
9577,SUV,32396,2,5,Diesel,Manual,2500,Worn Out,Worn Out,Weak,1
9578,Bus,54390,0,7,Diesel,Manual,1500,Good,Worn Out,Good,1
9579,Truck,67311,4,3,Petrol,Automatic,800,New,Worn Out,Weak,1
9580,Van,76915,2,6,Petrol,Automatic,2000,Worn Out,Worn Out,Weak,1
9581,Motorcycle,56044,4,5,Electric,Manual,1500,New,Worn Out,New,1
9582,Car,64421,0,9,Electric,Manual,1500,Worn Out,Good,Weak,1
9583,Van,54664,2,3,Electric,Automatic,800,Good,Worn Out,Good,1
9584,Van,43508,5,1,Petrol,Automatic,2500,Worn Out,New,Weak,1
9585,Van,32228,3,5,Diesel,Automatic,800,Worn Out,Worn Out,Good,1
9586,Bus,67439,3,6,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
9587,Truck,41618,3,9,Petrol,Manual,1500,New,Worn Out,New,1
9588,Van,43150,1,9,Diesel,Manual,1500,New,Worn Out,New,1
9589,Truck,34111,1,7,Electric,Automatic,1500,New,New,Good,0
9590,Motorcycle,36641,4,3,Petrol,Manual,2000,New,Good,Weak,1
9591,Car,48035,0,8,Diesel,Automatic,2000,Good,New,New,0
9592,Car,59659,0,8,Diesel,Automatic,1000,New,New,New,0
9593,Car,45762,5,5,Petrol,Manual,1500,Good,Good,New,1
9594,Motorcycle,78732,1,6,Electric,Manual,1000,Good,New,Good,0
9595,SUV,44021,0,6,Diesel,Automatic,2000,Worn Out,Worn Out,Good,1
9596,Van,35315,5,10,Diesel,Manual,1500,Worn Out,Good,New,1
9597,Car,74106,4,3,Electric,Manual,1000,Good,New,New,1
9598,SUV,69457,1,4,Electric,Manual,2000,Worn Out,Worn Out,Good,1
9599,Motorcycle,75508,0,1,Petrol,Automatic,1500,Worn Out,Worn Out,New,1
9600,SUV,38773,0,1,Diesel,Automatic,2000,New,Good,Weak,1
9601,Bus,54541,4,5,Petrol,Manual,1500,Worn Out,Good,Weak,1
9602,SUV,79441,5,9,Diesel,Automatic,2000,Good,Worn Out,Good,1
9603,Motorcycle,46868,5,6,Petrol,Manual,1000,Good,Good,New,1
9604,Truck,44813,5,2,Electric,Manual,800,Worn Out,Good,Weak,1
9605,Car,41933,0,7,Petrol,Manual,800,Good,Worn Out,New,1
9606,Bus,33762,0,9,Petrol,Automatic,1500,Worn Out,Good,New,0
9607,Car,78399,0,9,Petrol,Manual,2500,Worn Out,New,Good,0
9608,Truck,52153,1,9,Electric,Manual,800,Worn Out,Worn Out,Weak,1
9609,Truck,48236,2,4,Petrol,Automatic,800,Good,New,Weak,1
9610,SUV,74796,2,8,Electric,Manual,1000,New,Good,New,0
9611,Motorcycle,36644,1,5,Petrol,Automatic,2500,Good,New,Good,0
9612,Van,55796,3,7,Electric,Manual,800,Good,Good,New,1
9613,Van,52499,2,2,Petrol,Automatic,2500,Good,New,Weak,1
9614,Van,45394,1,2,Petrol,Manual,1500,Worn Out,Worn Out,Good,1
9615,Truck,48661,1,5,Electric,Automatic,2000,New,Worn Out,Good,1
9616,Car,51721,1,1,Diesel,Manual,1500,New,Good,New,0
9617,Truck,67233,1,10,Diesel,Manual,800,Worn Out,New,Weak,1
9618,Bus,49143,4,6,Petrol,Automatic,2000,New,Worn Out,Good,1
9619,Car,46932,1,3,Diesel,Automatic,2000,New,Good,New,0
9620,Car,41314,4,8,Electric,Automatic,2500,Good,Worn Out,Good,1
9621,SUV,56373,3,9,Petrol,Manual,800,New,Good,Good,1
9622,Truck,65461,3,6,Petrol,Manual,1500,New,Good,New,1
9623,Motorcycle,77178,5,6,Diesel,Manual,2000,Worn Out,Good,Good,1
9624,Truck,49056,3,4,Diesel,Automatic,800,Good,New,Good,1
9625,Bus,43594,3,4,Diesel,Automatic,800,Good,Good,Weak,1
9626,Motorcycle,46605,2,5,Petrol,Automatic,1500,Worn Out,Good,Good,0
9627,SUV,59723,3,8,Petrol,Manual,2500,New,Worn Out,New,1
9628,Motorcycle,69702,4,4,Petrol,Automatic,2500,Worn Out,New,New,1
9629,Truck,47998,0,2,Petrol,Manual,2000,Worn Out,New,Weak,1
9630,Truck,33481,3,3,Petrol,Manual,800,Good,New,New,1
9631,Van,46418,4,6,Petrol,Manual,1500,Good,Worn Out,Weak,1
9632,Van,51366,0,9,Diesel,Automatic,2000,New,New,New,0
9633,Motorcycle,69353,4,6,Electric,Manual,800,Good,Worn Out,New,1
9634,SUV,76095,5,9,Electric,Manual,800,New,Good,New,1
9635,Truck,76160,4,3,Electric,Automatic,2500,Good,Worn Out,Weak,1
9636,Motorcycle,46070,1,5,Petrol,Manual,1500,Worn Out,New,Good,0
9637,SUV,43259,4,3,Electric,Automatic,1500,New,Worn Out,Weak,1
9638,Truck,33374,4,7,Electric,Automatic,800,Good,New,Good,1
9639,Motorcycle,53202,3,1,Diesel,Manual,1500,Good,Worn Out,Good,1
9640,SUV,44160,0,1,Petrol,Manual,2500,Worn Out,Good,Weak,1
9641,Car,66417,1,3,Diesel,Automatic,2000,New,Worn Out,Weak,1
9642,Truck,37009,1,9,Petrol,Manual,1000,Worn Out,New,Good,0
9643,Bus,74750,5,1,Petrol,Manual,800,New,Worn Out,Good,1
9644,Truck,42558,2,4,Electric,Automatic,800,Worn Out,Good,Weak,1
9645,Van,76970,3,5,Petrol,Manual,2500,Good,New,Weak,1
9646,Van,77655,3,9,Diesel,Automatic,1500,Good,New,Weak,1
9647,Bus,39406,4,8,Electric,Automatic,2500,New,New,Weak,1
9648,Motorcycle,30636,0,1,Petrol,Manual,1000,New,Good,New,1
9649,Van,58690,1,7,Electric,Automatic,1500,New,New,New,0
9650,Truck,45243,5,5,Diesel,Manual,1000,New,Worn Out,New,1
9651,Bus,70506,2,2,Electric,Manual,1500,New,Good,Good,0
9652,Truck,75546,2,7,Diesel,Manual,800,New,Good,Weak,1
9653,Truck,68086,0,2,Electric,Manual,1000,Good,Worn Out,Good,1
9654,SUV,37799,5,9,Electric,Manual,1500,New,Worn Out,Weak,1
9655,SUV,42926,1,9,Electric,Automatic,2500,Good,Good,New,0
9656,Bus,71409,3,3,Diesel,Automatic,1000,New,Worn Out,Weak,1
9657,Truck,70611,0,10,Diesel,Automatic,800,Worn Out,Good,Good,0
9658,Truck,48577,3,4,Diesel,Automatic,1500,Worn Out,Worn Out,Good,1
9659,Motorcycle,41564,2,6,Diesel,Automatic,2500,New,Worn Out,Good,1
9660,Car,38265,5,10,Petrol,Manual,2000,Worn Out,New,Good,1
9661,Motorcycle,61760,2,1,Electric,Manual,800,Worn Out,New,Weak,1
9662,SUV,32985,0,3,Petrol,Manual,800,Worn Out,New,Good,0
9663,Car,59385,5,5,Electric,Automatic,1500,New,Worn Out,New,1
9664,Car,36149,5,4,Petrol,Manual,1000,New,Good,New,1
9665,Bus,74846,0,10,Diesel,Automatic,1500,Worn Out,New,Weak,1
9666,Bus,54418,1,2,Diesel,Automatic,2000,Worn Out,Good,Weak,1
9667,Motorcycle,69438,3,10,Diesel,Manual,800,Worn Out,Good,Good,1
9668,Car,60072,5,10,Electric,Automatic,2000,New,Good,Weak,1
9669,Bus,78309,1,7,Diesel,Automatic,2000,Worn Out,Good,New,0
9670,Motorcycle,48355,2,6,Diesel,Automatic,2500,Good,Worn Out,New,1
9671,Bus,77505,0,2,Diesel,Automatic,2500,Good,Good,Good,0
9672,Truck,66772,1,8,Petrol,Automatic,2000,Good,New,Good,0
9673,SUV,70196,0,9,Electric,Manual,800,New,Worn Out,Weak,1
9674,Bus,45340,4,9,Electric,Automatic,2000,New,Good,New,1
9675,SUV,76671,3,5,Petrol,Manual,1000,New,Good,New,0
9676,SUV,34041,4,1,Diesel,Automatic,2000,New,New,Good,1
9677,Car,64587,5,8,Petrol,Automatic,2500,Good,Worn Out,Good,1
9678,Truck,50318,4,3,Petrol,Manual,1500,New,New,New,1
9679,Bus,50331,2,5,Electric,Automatic,2500,New,Good,Good,1
9680,Van,60930,2,6,Diesel,Manual,2000,New,New,Weak,1
9681,SUV,72038,3,9,Petrol,Manual,2000,Good,Worn Out,Good,1
9682,SUV,45375,0,9,Petrol,Automatic,800,Good,Worn Out,New,1
9683,SUV,30286,2,9,Diesel,Automatic,2500,Good,New,Weak,1
9684,Van,51505,3,10,Diesel,Automatic,800,New,New,Weak,1
9685,Bus,35339,2,5,Electric,Automatic,2000,Worn Out,New,Good,1
9686,Truck,36590,4,7,Electric,Manual,800,Good,Worn Out,Good,1
9687,Car,62753,2,2,Electric,Automatic,2500,Good,Good,New,1
9688,Motorcycle,70702,2,8,Electric,Manual,1500,New,New,Good,1
9689,Car,51054,5,3,Petrol,Manual,800,New,Worn Out,Good,1
9690,Truck,57961,3,6,Electric,Manual,2500,New,New,Good,1
9691,SUV,46877,1,6,Diesel,Automatic,2500,New,Good,New,0
9692,Truck,35146,2,3,Petrol,Automatic,2500,Good,New,Good,0
9693,Motorcycle,64011,2,8,Petrol,Manual,2000,Good,Worn Out,Good,1
9694,Motorcycle,69592,5,6,Diesel,Automatic,800,Good,Good,Weak,1
9695,Van,35007,2,9,Petrol,Manual,2500,Worn Out,New,Weak,1
9696,SUV,33701,4,1,Electric,Automatic,800,Worn Out,Worn Out,New,1
9697,SUV,58538,4,6,Diesel,Automatic,1500,Worn Out,New,Good,1
9698,Motorcycle,75879,3,8,Petrol,Automatic,2000,New,New,Good,0
9699,Car,75894,4,9,Petrol,Automatic,800,Worn Out,New,New,1
9700,Bus,39678,0,8,Petrol,Automatic,1000,New,New,New,0
9701,Van,68508,4,9,Diesel,Manual,2500,New,New,Good,1
9702,Truck,54137,2,1,Diesel,Manual,1500,Worn Out,Worn Out,Weak,1
9703,Bus,39474,5,2,Petrol,Manual,2500,Good,New,Good,1
9704,SUV,32702,0,5,Diesel,Automatic,800,Good,Worn Out,Weak,1
9705,Bus,39431,0,4,Petrol,Automatic,800,Good,Good,New,1
9706,Motorcycle,70649,1,5,Electric,Automatic,2500,Good,Good,Good,0
9707,Truck,53125,4,5,Diesel,Manual,2500,New,Good,New,1
9708,Bus,60425,4,1,Petrol,Manual,2500,Worn Out,New,Weak,1
9709,Truck,74358,1,6,Petrol,Manual,1500,Good,New,New,0
9710,Motorcycle,54276,1,6,Diesel,Automatic,800,Worn Out,Worn Out,New,1
9711,SUV,38030,1,5,Diesel,Automatic,2000,Good,Worn Out,Good,1
9712,Motorcycle,37074,3,5,Petrol,Manual,1500,New,Good,Good,0
9713,Motorcycle,45963,1,3,Petrol,Manual,1500,Good,Worn Out,Good,1
9714,Truck,48845,4,1,Electric,Automatic,1000,New,Good,New,1
9715,Van,35590,4,3,Diesel,Manual,1500,Worn Out,Worn Out,Good,1
9716,Car,70345,2,7,Diesel,Automatic,1500,Worn Out,New,Good,1
9717,Car,67609,4,1,Diesel,Automatic,800,New,Good,New,1
9718,Van,47634,0,7,Electric,Automatic,1500,New,Good,Weak,1
9719,Motorcycle,77470,4,3,Electric,Automatic,2500,New,New,Good,1
9720,Bus,77081,3,5,Petrol,Automatic,2500,New,Worn Out,New,1
9721,Car,64356,3,8,Electric,Automatic,2000,New,Good,New,0
9722,Motorcycle,66545,3,9,Electric,Automatic,800,Worn Out,Good,Weak,1
9723,Car,47248,5,9,Petrol,Manual,1500,New,Good,Weak,1
9724,Bus,61941,0,5,Electric,Manual,1500,New,Good,Good,1
9725,Van,49400,4,10,Electric,Manual,2000,Good,New,New,1
9726,Motorcycle,41396,4,7,Electric,Manual,2000,Worn Out,Worn Out,Good,1
9727,Van,49248,2,10,Diesel,Automatic,2000,Worn Out,New,Good,0
9728,Car,60205,5,4,Electric,Automatic,1500,Worn Out,Worn Out,Good,1
9729,Truck,50433,0,8,Petrol,Manual,800,New,New,Weak,1
9730,Motorcycle,47366,2,6,Electric,Automatic,1500,New,Good,Good,0
9731,Truck,68569,5,8,Diesel,Automatic,1500,Worn Out,Worn Out,New,1
9732,Truck,67965,1,3,Diesel,Manual,1500,New,Worn Out,Weak,1
9733,Truck,54139,5,8,Petrol,Manual,800,Worn Out,New,Good,1
9734,Bus,70105,5,8,Electric,Automatic,1500,Worn Out,Worn Out,New,1
9735,SUV,64377,1,3,Petrol,Automatic,2000,Good,New,Weak,1
9736,Bus,72149,4,7,Electric,Automatic,1500,Worn Out,Good,Weak,1
9737,SUV,50502,1,1,Petrol,Manual,1500,New,Worn Out,New,1
9738,Car,68327,1,9,Electric,Manual,2000,New,Good,Weak,1
9739,Car,79472,4,2,Electric,Manual,800,Good,New,New,1
9740,Bus,60743,4,8,Diesel,Automatic,2000,New,Good,Good,1
9741,SUV,76897,4,7,Petrol,Automatic,1000,Good,New,Good,1
9742,Car,70259,4,1,Petrol,Automatic,1500,Worn Out,Worn Out,New,1
9743,SUV,44624,2,6,Petrol,Manual,2500,New,Worn Out,Weak,1
9744,Bus,35973,5,2,Petrol,Automatic,2000,New,Good,Weak,1
9745,SUV,67911,4,2,Petrol,Automatic,1500,Good,Worn Out,Weak,1
9746,Truck,73886,0,7,Petrol,Manual,2500,New,Worn Out,Good,1
9747,Van,34570,3,7,Petrol,Manual,2500,Worn Out,New,Weak,1
9748,Van,39206,4,3,Electric,Automatic,1000,New,New,Weak,1
9749,Car,40461,1,9,Electric,Automatic,2000,New,New,Weak,1
9750,Van,40759,0,7,Electric,Manual,1500,Worn Out,Worn Out,Weak,1
9751,SUV,48748,4,5,Electric,Automatic,800,Worn Out,Good,Weak,1
9752,Car,40610,1,1,Electric,Automatic,2500,New,Good,Weak,1
9753,SUV,70637,1,4,Electric,Automatic,2000,New,Good,Weak,1
9754,SUV,42040,0,5,Diesel,Automatic,1500,Good,Worn Out,Weak,1
9755,Motorcycle,41500,4,6,Diesel,Manual,2000,Worn Out,Worn Out,New,1
9756,Car,42142,5,5,Diesel,Automatic,800,Worn Out,Good,Weak,1
9757,Truck,66328,4,9,Electric,Automatic,1500,New,Good,New,1
9758,Motorcycle,61868,5,5,Electric,Manual,800,Worn Out,New,Good,1
9759,Motorcycle,63971,3,8,Electric,Manual,800,Worn Out,Good,Good,1
9760,Van,49754,1,6,Petrol,Manual,1500,Worn Out,New,New,0
9761,Car,32058,0,6,Diesel,Automatic,2000,Good,Worn Out,New,1
9762,Truck,32668,3,4,Electric,Manual,1000,New,New,Weak,1
9763,Van,71642,1,1,Electric,Manual,2000,Good,Worn Out,Weak,1
9764,Bus,75074,0,10,Electric,Manual,2000,Good,Worn Out,New,1
9765,Car,33484,1,7,Electric,Automatic,2000,New,Good,New,0
9766,Van,39700,3,5,Diesel,Manual,1500,Good,Good,Good,1
9767,Van,44539,1,10,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
9768,Bus,60320,4,9,Electric,Automatic,800,Worn Out,Good,New,1
9769,Car,65861,4,8,Diesel,Automatic,1500,New,Good,New,1
9770,Motorcycle,56923,1,2,Petrol,Automatic,1000,New,Good,New,0
9771,Car,70201,3,6,Petrol,Manual,1000,Good,New,Good,1
9772,Motorcycle,61731,0,10,Diesel,Manual,1500,Worn Out,Worn Out,New,1
9773,Car,32982,0,6,Petrol,Automatic,1500,Worn Out,Good,Good,0
9774,Car,46536,4,6,Diesel,Manual,2500,Good,New,Weak,1
9775,Motorcycle,72813,5,9,Diesel,Manual,1000,New,New,Weak,1
9776,Car,57628,4,4,Petrol,Automatic,1500,New,Good,New,1
9777,Van,53425,1,5,Electric,Manual,1500,Good,Good,New,0
9778,Car,30666,0,10,Diesel,Manual,2500,New,New,New,1
9779,Truck,52124,1,1,Petrol,Manual,2000,Good,Worn Out,Good,1
9780,Car,52061,0,2,Diesel,Automatic,2500,New,New,Good,0
9781,Truck,68771,2,4,Diesel,Automatic,2500,Worn Out,New,Weak,1
9782,Van,53664,5,8,Petrol,Manual,1000,Worn Out,Good,Good,1
9783,Van,42350,5,6,Electric,Manual,2500,Worn Out,Good,Good,1
9784,Van,54624,1,4,Diesel,Manual,800,Worn Out,Good,New,0
9785,Motorcycle,70515,2,1,Diesel,Manual,800,Worn Out,New,Weak,1
9786,Car,36817,4,3,Petrol,Manual,800,New,Worn Out,New,1
9787,SUV,41080,3,3,Diesel,Manual,1500,Worn Out,Good,New,1
9788,Van,51908,0,2,Diesel,Manual,2500,New,Worn Out,Good,1
9789,Car,63226,4,2,Petrol,Manual,2000,Worn Out,Worn Out,Good,1
9790,Van,49441,3,6,Petrol,Manual,800,Worn Out,Good,New,1
9791,Car,55565,4,5,Electric,Automatic,800,New,New,Good,1
9792,Truck,54733,5,1,Diesel,Manual,2500,Worn Out,New,Weak,1
9793,Motorcycle,42809,1,9,Petrol,Manual,800,New,Worn Out,Good,1
9794,Truck,64522,2,10,Electric,Manual,800,Good,New,Good,0
9795,Van,61637,5,3,Petrol,Manual,1000,New,New,New,1
9796,Bus,37015,2,2,Electric,Automatic,2000,New,New,New,1
9797,Car,79295,0,3,Diesel,Automatic,1500,Good,Worn Out,Good,1
9798,Truck,35877,5,6,Electric,Manual,1000,New,New,Weak,1
9799,Van,51709,3,6,Petrol,Manual,800,New,New,New,1
9800,Bus,67116,0,8,Diesel,Automatic,800,New,Good,New,1
9801,Bus,46347,0,5,Diesel,Automatic,2000,Worn Out,New,Good,0
9802,Truck,51466,3,2,Petrol,Manual,2500,Good,New,Weak,1
9803,Truck,49690,0,1,Electric,Manual,800,Worn Out,Good,New,0
9804,Motorcycle,68123,1,9,Electric,Manual,1000,Worn Out,Good,Good,1
9805,Motorcycle,45012,5,9,Diesel,Manual,2000,Worn Out,Worn Out,New,1
9806,Truck,69412,1,1,Electric,Manual,800,New,Good,New,0
9807,SUV,58701,1,9,Electric,Manual,1500,Worn Out,New,Weak,1
9808,Van,67881,5,3,Petrol,Automatic,2000,Good,New,Good,1
9809,Bus,58157,3,4,Electric,Manual,2000,Good,Good,New,0
9810,Bus,45430,3,9,Petrol,Automatic,800,Worn Out,Good,New,1
9811,Truck,59297,5,6,Electric,Automatic,1500,Worn Out,New,Good,1
9812,Motorcycle,38178,2,6,Diesel,Automatic,800,Worn Out,Worn Out,New,1
9813,Car,30006,1,7,Petrol,Automatic,1500,New,New,Weak,1
9814,Motorcycle,46963,3,1,Diesel,Automatic,2000,New,Good,Weak,1
9815,Motorcycle,62292,1,1,Petrol,Manual,800,Good,Good,Weak,1
9816,Van,60671,5,9,Petrol,Automatic,2000,Worn Out,Worn Out,Good,1
9817,Truck,37547,1,3,Electric,Automatic,1500,Good,New,Weak,1
9818,Car,68061,5,6,Petrol,Automatic,800,Good,New,Weak,1
9819,SUV,74232,3,9,Electric,Automatic,800,Worn Out,Worn Out,Weak,1
9820,Car,46394,4,9,Diesel,Manual,2500,New,Worn Out,Good,1
9821,Bus,37737,1,10,Diesel,Manual,1000,New,New,New,1
9822,Bus,62039,4,8,Petrol,Automatic,2000,Worn Out,Worn Out,Weak,1
9823,Car,61431,0,7,Diesel,Manual,800,New,Good,Good,0
9824,Truck,57259,2,7,Diesel,Manual,2500,Worn Out,New,Good,1
9825,Van,75520,2,1,Electric,Manual,1500,Good,New,Weak,1
9826,SUV,43329,1,3,Petrol,Automatic,800,Good,New,Weak,1
9827,SUV,68825,2,9,Petrol,Automatic,800,Worn Out,Worn Out,Good,1
9828,Truck,72007,0,2,Electric,Manual,1000,Worn Out,New,New,0
9829,SUV,52537,0,9,Electric,Automatic,1000,New,Good,Weak,1
9830,Truck,41627,3,6,Diesel,Automatic,1000,Worn Out,New,Good,1
9831,Bus,69766,1,5,Petrol,Automatic,800,New,Worn Out,Good,1
9832,SUV,68361,3,3,Electric,Manual,800,Good,Worn Out,Good,1
9833,Bus,34410,1,4,Electric,Automatic,2500,Worn Out,Good,New,0
9834,Truck,76882,4,8,Petrol,Automatic,1500,Good,Worn Out,Good,1
9835,SUV,59726,2,3,Electric,Manual,1000,Good,Good,Good,0
9836,Van,34416,2,10,Petrol,Automatic,800,Good,New,Weak,1
9837,SUV,38137,2,3,Petrol,Automatic,2500,New,Worn Out,Good,1
9838,SUV,58945,4,10,Electric,Manual,2500,New,New,New,1
9839,SUV,74159,0,4,Diesel,Automatic,2000,Good,Good,Weak,1
9840,SUV,71197,1,8,Diesel,Manual,800,Good,New,Good,0
9841,Car,47272,1,8,Diesel,Automatic,800,New,Worn Out,Good,1
9842,Truck,78924,4,7,Diesel,Automatic,2000,New,Worn Out,New,1
9843,SUV,47912,0,5,Diesel,Manual,1500,New,Worn Out,New,1
9844,Van,49034,1,3,Electric,Manual,1500,New,Good,New,0
9845,Van,48068,2,4,Petrol,Manual,1500,Good,Worn Out,Weak,1
9846,Motorcycle,57052,4,10,Electric,Automatic,800,Worn Out,Worn Out,New,1
9847,Motorcycle,49663,1,7,Petrol,Automatic,1500,Good,New,New,0
9848,Van,44886,1,3,Electric,Manual,1500,Good,Good,New,0
9849,Car,72488,0,5,Diesel,Manual,800,Good,Worn Out,Weak,1
9850,Motorcycle,78639,4,5,Petrol,Manual,2000,Good,Worn Out,Weak,1
9851,Bus,77911,3,3,Diesel,Manual,1500,Worn Out,Good,New,0
9852,Car,48438,0,5,Electric,Automatic,800,Worn Out,Worn Out,Weak,1
9853,Car,67068,4,5,Diesel,Manual,800,New,Good,New,1
9854,Truck,77744,0,3,Electric,Manual,1500,New,Good,Good,0
9855,Car,55287,2,6,Petrol,Automatic,1000,Worn Out,Good,Weak,1
9856,Car,38516,0,2,Diesel,Manual,1000,Good,Good,Good,0
9857,Truck,72787,1,5,Diesel,Manual,1500,New,New,Good,0
9858,Bus,39225,4,6,Diesel,Automatic,1500,New,Worn Out,Weak,1
9859,Bus,73956,3,3,Diesel,Automatic,1500,New,Good,Good,1
9860,Van,55120,3,7,Diesel,Manual,1000,Good,New,Good,1
9861,Van,76182,4,2,Diesel,Manual,800,Worn Out,Worn Out,Good,1
9862,SUV,35454,1,9,Electric,Manual,2500,New,New,Good,0
9863,Truck,36126,5,5,Diesel,Manual,1500,New,New,New,1
9864,Motorcycle,42311,0,4,Petrol,Manual,800,New,New,Good,1
9865,Bus,44058,4,5,Diesel,Manual,800,Worn Out,Worn Out,Weak,1
9866,Van,55656,4,1,Electric,Automatic,2000,New,Good,Weak,1
9867,Van,70344,4,1,Diesel,Manual,1000,New,New,Good,1
9868,Truck,52708,3,2,Electric,Manual,2000,Good,Good,Good,1
9869,Bus,38587,4,6,Petrol,Manual,1000,Good,Good,Good,1
9870,Truck,53490,5,10,Electric,Manual,1000,Good,New,Good,1
9871,Bus,59657,0,4,Diesel,Automatic,1000,Worn Out,Good,Weak,1
9872,Motorcycle,34929,0,5,Petrol,Manual,1500,Good,Worn Out,Weak,1
9873,Bus,73252,3,1,Diesel,Manual,2500,Good,New,New,1
9874,SUV,46197,3,2,Electric,Manual,1000,New,Worn Out,Good,1
9875,Truck,42312,3,2,Electric,Manual,2000,Worn Out,Worn Out,Weak,1
9876,Bus,57113,5,6,Diesel,Automatic,2000,Worn Out,Good,Weak,1
